instrument_name,spot_shock,iv_shock,days_forward,scenario_price,scenario_value,scenario_pnl
ETH-29MAY26-2300-C,-0.2,0.0,3,0.4600129684678418,0.3082152682942988,-63.11608166978316
ETH-29MAY26-2300-C,-0.2,0.0,7,0.0770705454442484,0.05163836776342441,-63.37265857031404
ETH-29MAY26-2300-C,-0.2,0.1,0,3.4588563390907154,2.3174832181254192,-61.106813719952044
ETH-29MAY26-2300-C,-0.2,0.1,1,2.8740599909201023,1.9256613006928198,-61.49863563738464
ETH-29MAY26-2300-C,-0.2,0.1,3,1.851580500135917,1.2405854176647602,-62.1837115204127
ETH-29MAY26-2300-C,-0.2,0.1,7,0.4806773754883018,0.32206071655452306,-63.102236221522936
ETH-29MAY26-2300-C,-0.2,0.2,0,7.73400118686358,5.181891412185751,-58.24240552589171
ETH-29MAY26-2300-C,-0.2,0.2,1,6.646377602415157,4.453168054667163,-58.9711288834103
ETH-29MAY26-2300-C,-0.2,0.2,3,4.647073286606982,3.1136055676547043,-60.31069137042276
ETH-29MAY26-2300-C,-0.2,0.2,7,1.573351495974265,1.054168005454491,-62.37012893262297
ETH-29MAY26-2300-C,-0.1,-0.1,0,8.126892520274026,5.445134224971953,-57.97916271310551
ETH-29MAY26-2300-C,-0.1,-0.1,1,7.174846421849537,4.807249722211554,-58.61704721586591
ETH-29MAY26-2300-C,-0.1,-0.1,3,5.356387315601069,3.5888561121762668,-59.835440825901195
ETH-29MAY26-2300-C,-0.1,-0.1,7,2.242437629188487,1.5024652844366004,-61.92183165364086
ETH-29MAY26-2300-C,-0.1,0.0,0,17.646959398737692,11.82371519606575,-51.60058174201171
ETH-29MAY26-2300-C,-0.1,0.0,1,15.994929600860814,10.716831603025495,-52.707465335051964
ETH-29MAY26-2300-C,-0.1,0.0,3,12.724226825467213,8.525413963678403,-54.89888297439906
ETH-29MAY26-2300-C,-0.1,0.0,7,6.524256646909066,4.3713452678204545,-59.05295167025701
ETH-29MAY26-2300-C,-0.1,0.1,0,29.542239948644237,19.793723298960575,-43.63057363911689
ETH-29MAY26-2300-C,-0.1,0.1,1,27.18389141560408,18.213596051106144,-45.21070088697132
ETH-29MAY26-2300-C,-0.1,0.1,3,22.42465515404035,15.024839685998655,-48.399457252078804
ETH-29MAY26-2300-C,-0.1,0.1,7,12.89487464698692,8.639750444818741,-54.784546493258716
ETH-29MAY26-2300-C,-0.1,0.2,0,43.018761346408155,28.82318538591049,-34.60111155216697
ETH-29MAY26-2300-C,-0.1,0.2,1,39.969679931427095,26.78025722782043,-36.64403971025703
ETH-29MAY26-2300-C,-0.1,0.2,3,33.74586218959121,22.6102103234822,-40.81408661459526
ETH-29MAY26-2300-C,-0.1,0.2,7,20.866924000017036,13.98113753306414,-49.44315940501332
ETH-29MAY26-2300-C,-0.05,-0.1,0,29.753802798302104,19.93547343414826,-43.4888235039292
ETH-29MAY26-2300-C,-0.05,-0.1,1,27.832456876850074,18.64814418636882,-44.776152751708636
ETH-29MAY26-2300-C,-0.05,-0.1,3,23.884872713269942,16.00320633571509,-47.42109060236237
ETH-29MAY26-2300-C,-0.05,-0.1,7,15.551582450815602,10.419782671440318,-53.004514266637145
ETH-29MAY26-2300-C,-0.05,0.0,0,45.966779273902944,30.798399561905462,-32.625897376172
ETH-29MAY26-2300-C,-0.05,0.0,1,43.37363663632368,29.06095690582358,-34.36334003225388
ETH-29MAY26-2300-C,-0.05,0.0,3,37.999038669149854,25.45989939663234,-37.96439754144512
ETH-29MAY26-2300-C,-0.05,0.0,7,26.364732983354884,17.664748185333696,-45.75954875274377
ETH-29MAY26-2300-C,-0.05,0.1,0,63.00238000623517,42.21249570740878,-21.211801230668684
ETH-29MAY26-2300-C,-0.05,0.1,1,59.761997047563455,40.041392778920155,-23.382904159157306
ETH-29MAY26-2300-C,-0.05,0.1,3,53.014090421861624,35.52019882651322,-27.904098111564238
ETH-29MAY26-2300-C,-0.05,0.1,7,38.207671788526454,25.59968657062857,-37.82461036744889
ETH-29MAY26-2300-C,-0.05,0.2,0,80.50979029063024,53.94271100093786,-9.481585937139599
