instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,market_price_usd,implied_volatility,moneyness,abs_moneyness,term_bucket,same_expiry_iv_zscore,same_expiry_iv_percentile,surface_iv_zscore,surface_iv_percentile,surface_relative_value_score,bid_ask_spread_pct,delta,gamma,vega,theta,open_interest,volume
ETH-17MAY26-2475-P,put,2026-05-17,2475.0,3.049874001041667,2267.11,209.027542,0.5204,0.0916982413733784,0.0916982413733784,front_week,0.16793544514775074,0.6413043478260869,-0.22847745052824234,0.496875,0.3262436175302141,0.946808510638298,-0.96567,0.00071,0.1576,-1.34455,0.0,0.0
ETH-17MAY26-2050-C,call,2026-05-17,2050.0,3.049874001041667,2267.11,218.776115,0.5858,-0.0957650930038683,0.0957650930038683,front_week,0.8186528500711061,0.8586956521739131,0.45683701439394053,0.771875,0.3951386679735216,0.0615384615384616,0.9717,0.00053,0.13435,-1.29025,0.0,0.0
ETH-17MAY26-2050-P,put,2026-05-17,2050.0,3.049874001041667,2267.11,1.360266,0.5858,-0.0957650930038683,0.0957650930038683,front_week,0.8186528500711061,0.8586956521739131,0.45683701439394053,0.771875,0.2303035031383568,0.5454545454545454,-0.02837,0.00054,0.13463,-1.29292,500.0,501.0
ETH-17MAY26-2500-C,call,2026-05-17,2500.0,3.049874001041667,2267.11,0.906844,0.5331,0.1027254963367458,0.1027254963367458,front_week,0.29429799931482475,0.7282608695652174,-0.09539650703417887,0.596875,0.28251330530433966,0.5000000000000001,0.02365,0.0005,0.1156,-0.97545,11.0,11.0
ETH-17MAY26-2500-P,put,2026-05-17,2500.0,3.049874001041667,2267.11,233.51233,0.5331,0.1027254963367458,0.1027254963367458,front_week,0.29429799931482475,0.7282608695652174,-0.09539650703417887,0.596875,0.28251330530433966,0.850356294536817,-0.97635,0.0005,0.1156,-1.01027,0.0,0.0
ETH-17MAY26-2000-C,call,2026-05-17,2000.0,3.049874001041667,2267.11,268.199113,0.6633,-0.1178196029306033,0.1178196029306033,front_week,1.5897629247126968,0.9456521739130435,1.2689451341411757,0.884375,0.36431076852933963,0.0545073375262053,0.98199,0.00032,0.09177,-0.99777,0.0,0.0
ETH-17MAY26-2000-P,put,2026-05-17,2000.0,3.049874001041667,2267.11,0.906844,0.6633,-0.1178196029306033,0.1178196029306033,front_week,1.5897629247126968,0.9456521739130435,1.2689451341411757,0.884375,0.19545781854431413,0.5000000000000001,-0.01801,0.00032,0.09177,-0.90634,1965.0,1965.0
ETH-17MAY26-2550-C,call,2026-05-17,2550.0,3.049874001041667,2267.11,0.453422,0.5745,0.1247800062634807,0.1247800062634807,front_week,0.706220026284655,0.8152173913043478,0.33842641112756977,0.734375,0.23971791179078214,1.2000000000000002,0.01341,0.00029,0.07124,-0.55587,0.0,0.0
ETH-17MAY26-2550-P,put,2026-05-17,2550.0,3.049874001041667,2267.11,283.162039,0.5745,0.1247800062634807,0.1247800062634807,front_week,0.706220026284655,0.8152173913043478,0.33842641112756977,0.734375,0.23971791179078214,0.7190569744597248,-0.98659,0.00029,0.07124,-0.6709,0.0,0.0
ETH-17MAY26-2600-C,call,2026-05-17,2600.0,3.049874001041667,2267.11,0.453422,0.6332,0.1468345161902156,0.1468345161902156,front_week,1.2902737215293176,0.9021739130434783,0.9535328192457978,0.846875,0.40487222719673954,,0.00966,0.0002,0.05361,-0.42527,132.0,132.0
ETH-17MAY26-2600-P,put,2026-05-17,2600.0,3.049874001041667,2267.11,333.03845900000005,0.6332,0.1468345161902156,0.1468345161902156,front_week,1.2902737215293176,0.9021739130434783,0.9535328192457978,0.846875,0.2048722271967395,0.6308724832214766,-0.99034,0.0002,0.05361,-0.55649,0.0,0.0
ETH-17MAY26-1900-C,call,2026-05-17,1900.0,3.049874001041667,2267.11,367.951953,0.8295999999999999,-0.1619286227840731,0.1619286227840731,front_week,3.244415897782328,0.9891304347826086,3.0115719769020153,0.984375,0.35216681841256703,0.0336906584992343,0.99102,0.00014,0.05026,-0.68351,0.0,0.0
